timestamp,src_ip,dst_ip,src_port,dst_port,protocol,Destination Port,Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,Idle Mean,Idle Std,Idle Max,Idle Min
2025-06-24T12:52:07.292295,192.168.56.102,192.168.56.103,0,0,1,0,145.93367743492126,14210.0,98.0,98.0,98.0,98.0,0.0,504960.821574122,519509.5497143066,2951192.1405792236,145933645.96366882,1013428.0969699224,162588.7277798706,2951219.7971343994,145933612.58506775,1013427.8651740816,162589.00927590474,2951222.4197387695,0.9936020427132891,98.0,98.0,98.0,0.0,0.0,0,0,0,0,0,1.0,98.0,98.0,9280.0,0,0,1.0354568332922263,0.24770499040201258,2.9511921405792236,1.00001859664917
2025-06-24T12:52:07.292551,192.168.56.103,192.168.56.100,68,67,17,67,0.163527250289917,336.0,336.0,590.0,590.0,590.0,0.0,163527.250289917,0.0,163527.250289917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.115188742103245,336.0,590.0,463.0,127.0,16129.0,0,0,0,0,0,1.0,463.0,590.0,294.0,0,0,0.0,0.0,0.0,0.0
