timestamp,src_ip,dst_ip,src_port,dst_port,protocol,Destination Port,Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,Idle Mean,Idle Std,Idle Max,Idle Min
2025-06-24T13:01:50.082740,192.168.56.102,192.168.56.103,0,0,1,0,122.96574878692627,18816.0,98.0,98.0,98.0,98.0,0.0,321059.39631051244,261506358.06549296,3619314055.2043915,122965715.16990662,643799.5558633854,370309287.9560851,3619314055.2043915,122965734.7202301,643799.6582211,370309325.1317811,3619314411.4017487,1.561410408134834,98.0,98.0,98.0,0.0,0.0,0,0,0,0,0,1.0,98.0,98.0,12288.0,0,0,173.30270569665092,770.551562906371,3619.3140552043915,1.0000026226043701
2025-06-24T13:01:50.083255,192.168.56.102,192.168.56.255,138,138,17,138,7.2479248046875e-05,543.0,257.0,0.0,0.0,0.0,0.0,72.479248046875,0.0,72.479248046875,72.479248046875,72.479248046875,0.0,72.479248046875,0.0,0.0,0.0,0.0,0.0,257.0,286.0,271.5,14.5,210.25,0,0,0,0,0,0.0,271.5,0.0,459.0,0,0,0.0,0.0,0.0,0.0
2025-06-24T13:01:50.083429,192.168.56.103,192.168.56.100,68,67,17,67,0.2048933506011963,336.0,336.0,590.0,590.0,590.0,0.0,204893.3506011963,0.0,204893.3506011963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88058786225033,336.0,590.0,463.0,127.0,16129.0,0,0,0,0,0,1.0,463.0,590.0,294.0,0,0,0.0,0.0,0.0,0.0
